adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,https://www.sec.gov/dera/data/financial-statement-data-sets.html 
0000009389-20-000018,9389,BALL CORP,3411,US,CO,BROOMFIELD,80021-2510,10 LONGS PEAK DRIVE,,3034695511,US,CO,BROOMFIELD,80038-5000,PO BOX 5000,,US,IN,350160610,BALL CORP,19920703,1-LAF,0,1231,8-K,20200731,,,20200806,29:00.0,0,0,bll-20200806x8k_htm.xml,1,,
0000009984-20-000062,9984,BARNES GROUP INC,3490,US,CT,BRISTOL,6010,123 MAIN ST,,8605837070,US,CT,BRISTOL,6010,123 MAIN ST,,US,DE,60247840,ASSOCIATED SPRING CORP,19760518,1-LAF,0,1231,8-K,20200630,,,20200706,26:00.0,0,0,b8k06292020v2_htm.xml,1,,
0000009984-20-000080,9984,BARNES GROUP INC,3490,US,CT,BRISTOL,6010,123 MAIN ST,,8605837070,US,CT,BRISTOL,6010,123 MAIN ST,,US,DE,60247840,ASSOCIATED SPRING CORP,19760518,1-LAF,0,1231,8-K,20200731,,,20200727,06:00.0,0,0,b8k07272020_htm.xml,1,,
0000009984-20-000084,9984,BARNES GROUP INC,3490,US,CT,BRISTOL,6010,123 MAIN ST,,8605837070,US,CT,BRISTOL,6010,123 MAIN ST,,US,DE,60247840,ASSOCIATED SPRING CORP,19760518,1-LAF,0,1231,8-K,20200731,,,20200728,38:00.0,0,0,b8k06302020_htm.xml,1,,
0000009984-20-000086,9984,BARNES GROUP INC,3490,US,CT,BRISTOL,6010,123 MAIN ST,,8605837070,US,CT,BRISTOL,6010,123 MAIN ST,,US,DE,60247840,ASSOCIATED SPRING CORP,19760518,1-LAF,0,1231,10-Q,20200630,2020,Q2,20200728,02:00.0,0,1,b10q06302020_htm.xml,1,,
0000010048-20-000017,10048,BARNWELL INDUSTRIES INC,1311,US,HI,HONOLULU,96813,1100 ALAKEA ST.,SUITE 2900,808-531-8400,US,HI,HONOLULU,96813,1100 ALAKEA ST.,SUITE 2900,US,DE,720496921,BMA CORP/TN,19770324,4-NON,0,930,10-Q,20200630,2020,Q3,20200813,44:00.0,0,1,brn-20200630.xml,1,,
0000010254-20-000097,10254,EARTHSTONE ENERGY INC,1311,US,TX,THE WOODLANDS,77380,1400 WOODLOCH FOREST DRIVE,SUITE 300,281-298-4246,US,TX,THE WOODLANDS,77380,1400 WOODLOCH FOREST DRIVE,SUITE 300,US,DE,840592823,BASIC EARTH SCIENCE SYSTEMS INC,19920703,2-ACC,0,1231,10-Q,20200630,2020,Q2,20200805,07:00.0,0,1,este10qq2-202063020_htm.xml,1,,
0000010254-20-000098,10254,EARTHSTONE ENERGY INC,1311,US,TX,THE WOODLANDS,77380,1400 WOODLOCH FOREST DRIVE,SUITE 300,281-298-4246,US,TX,THE WOODLANDS,77380,1400 WOODLOCH FOREST DRIVE,SUITE 300,US,DE,840592823,BASIC EARTH SCIENCE SYSTEMS INC,19920703,2-ACC,0,1231,8-K,20200731,,,20200805,26:00.0,0,0,a8-kxq22020earningsrel_htm.xml,1,,
0000010254-20-000103,10254,EARTHSTONE ENERGY INC,1311,US,TX,THE WOODLANDS,77380,1400 WOODLOCH FOREST DRIVE,SUITE 300,281-298-4246,US,TX,THE WOODLANDS,77380,1400 WOODLOCH FOREST DRIVE,SUITE 300,US,DE,840592823,BASIC EARTH SCIENCE SYSTEMS INC,19920703,2-ACC,0,1231,8-K,20200930,,,20200925,09:00.0,0,0,form8-kxinvestorpresen_htm.xml,1,,
0000010795-20-000024,10795,BECTON DICKINSON & CO,3841,US,NJ,FRANKLIN LAKES,07417-1880,ONE BECTON DR,,2018476800,US,NJ,FRANKLIN LAKE,7417,ONE BECTON DR,,US,NJ,220760120,,,1-LAF,0,930,8-K,20200731,,,20200806,13:00.0,0,0,bdx-20200806_htm.xml,1,,
0000010795-20-000027,10795,BECTON DICKINSON & CO,3841,US,NJ,FRANKLIN LAKES,07417-1880,ONE BECTON DR,,2018476800,US,NJ,FRANKLIN LAKE,7417,ONE BECTON DR,,US,NJ,220760120,,,1-LAF,0,930,10-Q,20200630,2020,Q3,20200806,26:00.0,0,1,bdx-20200630_htm.xml,1,,
0000011544-20-000083,11544,BERKLEY W R CORP,6331,US,CT,GREENWICH,6830,475 STEAMBOAT ROAD,.,2036293000,US,CT,GREENWICH,6830,475 STEAMBOAT ROAD,.,US,DE,221867895,,,1-LAF,0,1231,8-K,20200731,,,20200721,15:00.0,0,0,wrb-20200721_htm.xml,1,,
0000011544-20-000087,11544,BERKLEY W R CORP,6331,US,CT,GREENWICH,6830,475 STEAMBOAT ROAD,.,2036293000,US,CT,GREENWICH,6830,475 STEAMBOAT ROAD,.,US,DE,221867895,,,1-LAF,0,1231,10-Q,20200630,2020,Q2,20200803,16:00.0,0,1,wrb-20200630_htm.xml,1,,
0000012208-20-000034,12208,"BIO-RAD LABORATORIES, INC.",3826,US,CA,HERCULES,94547,1000 ALFRED NOBEL DRIVE,,5107247000,US,CA,HERCULES,94547,1000 ALFRED NOBEL DRIVE,,US,DE,941381833,BIO RAD LABORATORIES INC,19920703,1-LAF,0,1231,8-K,20200731,,,20200730,59:00.0,0,0,bio-20200730_htm.xml,1,,
0000012208-20-000039,12208,"BIO-RAD LABORATORIES, INC.",3826,US,CA,HERCULES,94547,1000 ALFRED NOBEL DRIVE,,5107247000,US,CA,HERCULES,94547,1000 ALFRED NOBEL DRIVE,,US,DE,941381833,BIO RAD LABORATORIES INC,19920703,1-LAF,0,1231,10-Q,20200630,2020,Q2,20200731,02:00.0,0,1,bio-20200630_htm.xml,1,,
0000012400-20-000008,12400,BLACK HILLS POWER INC,4911,US,SD,RAPID CITY,57709,7001 MT RUSHMORE RD,PO BOX 1400,6057212343,US,SD,RAPID CITY,57709,7001 MT RUSHMORE RD,PO BOX 1400,US,SD,460111677,BLACK HILLS CORP,19920703,4-NON,0,1231,10-Q,20200630,2020,Q2,20200805,24:00.0,0,1,bhp-20200630_htm.xml,1,,
0000012927-20-000065,12927,BOEING CO,3721,US,WA,SEATTLE,98124,P O BOX 3707 MS 1F 31,,312-544-2000,US,IL,CHICAGO,60606-1596,100 N RIVERSIDE PLZ,,US,DE,910425694,BOEING AIRPLANE CO,19730725,1-LAF,0,1231,10-Q,20200630,2020,Q2,20200729,57:00.0,0,1,a202006jun3010-q_htm.xml,1,,
0000013239-20-000020,13239,HEXION INC.,2821,US,OH,COLUMBUS,43215,180 EAST BROAD STREET,26TH FLOOR,6142254000,US,OH,COLUMBUS,43215,180 EAST BROAD STREET,26TH FLOOR,US,NJ,130511250,MOMENTIVE SPECIALTY CHEMICALS INC.,20101008,4-NON,0,1231,8-K,20200731,,,20200814,07:00.0,0,0,hsc-20200814_htm.xml,1,,
0000013239-20-000022,13239,HEXION INC.,2821,US,OH,COLUMBUS,43215,180 EAST BROAD STREET,26TH FLOOR,6142254000,US,OH,COLUMBUS,43215,180 EAST BROAD STREET,26TH FLOOR,US,NJ,130511250,MOMENTIVE SPECIALTY CHEMICALS INC.,20101008,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,51:00.0,0,1,hsc-20200630_htm.xml,1,,
0000013239-20-000026,13239,HEXION INC.,2821,US,OH,COLUMBUS,43215,180 EAST BROAD STREET,26TH FLOOR,6142254000,US,OH,COLUMBUS,43215,180 EAST BROAD STREET,26TH FLOOR,US,NJ,130511250,MOMENTIVE SPECIALTY CHEMICALS INC.,20101008,4-NON,0,1231,8-K,20200831,,,20200914,07:00.0,0,0,hsc-20200914_htm.xml,1,,
0000013239-20-000028,13239,HEXION INC.,2821,US,OH,COLUMBUS,43215,180 EAST BROAD STREET,26TH FLOOR,6142254000,US,OH,COLUMBUS,43215,180 EAST BROAD STREET,26TH FLOOR,US,NJ,130511250,MOMENTIVE SPECIALTY CHEMICALS INC.,20101008,4-NON,0,1231,8-K,20200930,,,20200928,15:00.0,0,0,hsc-20200927_htm.xml,1,,
0000014195-20-000046,14195,BRIGGS & STRATTON CORP,3510,US,WI,WAUWATOSA,53222,12301 W WIRTH ST,,4142595333,US,WI,WAUWATOSA,53222,12301 W WIRTH ST,,US,WI,390182330,,,1-LAF,0,630,8-K,20200731,,,20200720,23:00.0,0,0,bgg-20200719_htm.xml,1,,
0000014195-20-000050,14195,BRIGGS & STRATTON CORP,3510,US,WI,WAUWATOSA,53222,12301 W WIRTH ST,,4142595333,US,WI,WAUWATOSA,53222,12301 W WIRTH ST,,US,WI,390182330,,,1-LAF,0,630,8-K,20200731,,,20200720,01:00.0,0,0,bgg-20200720_htm.xml,1,,
0000014195-20-000053,14195,BRIGGS & STRATTON CORP,3510,US,WI,WAUWATOSA,53222,12301 W WIRTH ST,,4142595333,US,WI,WAUWATOSA,53222,12301 W WIRTH ST,,US,WI,390182330,,,1-LAF,0,630,8-K,20200731,,,20200722,01:00.0,0,0,bgg-20200720_htm.xml,1,,
0000014195-20-000056,14195,BRIGGS & STRATTON CORP,3510,US,WI,WAUWATOSA,53222,12301 W WIRTH ST,,4142595333,US,WI,WAUWATOSA,53222,12301 W WIRTH ST,,US,WI,390182330,,,1-LAF,0,630,8-K,20200731,,,20200818,26:00.0,0,0,bgg-20200812_htm.xml,1,,
0000014195-20-000062,14195,BRIGGS & STRATTON CORP,3510,US,WI,WAUWATOSA,53222,12301 W WIRTH ST,,4142595333,US,WI,WAUWATOSA,53222,12301 W WIRTH ST,,US,WI,390182330,,,1-LAF,0,630,8-K,20200831,,,20200916,01:00.0,0,0,bgg-20200915_htm.xml,1,,
0000014272-20-000227,14272,BRISTOL MYERS SQUIBB CO,2834,US,NY,NEW YORK,10016,430 E. 29TH STREET,14 FLOOR,2125464000,US,NY,NEW YORK,10016,430 E. 29TH STREET,14 FLOOR,US,DE,220790350,BRISTOL MYERS CO,19891012,1-LAF,0,1231,8-K,20200731,,,20200806,57:00.0,0,0,bmy-20200806_htm.xml,1,,
0000014272-20-000229,14272,BRISTOL MYERS SQUIBB CO,2834,US,NY,NEW YORK,10016,430 E. 29TH STREET,14 FLOOR,2125464000,US,NY,NEW YORK,10016,430 E. 29TH STREET,14 FLOOR,US,DE,220790350,BRISTOL MYERS CO,19891012,1-LAF,0,1231,10-Q,20200630,2020,Q2,20200806,10:00.0,0,1,bmy-20200630_htm.xml,1,,
0000014693-20-000093,14693,BROWN FORMAN CORP,2080,US,KY,LOUISVILLE,40210,850 DIXIE HWY,,5025851100,US,KY,LOUISVILLE,40210,850 DIXIE HIGHWAY,,US,DE,610143150,BROWN FORMAN INC,19870816,1-LAF,0,430,8-K,20200731,,,20200803,40:00.0,0,0,a8-kx20200730xannualst_htm.xml,1,,
0000014693-20-000134,14693,BROWN FORMAN CORP,2080,US,KY,LOUISVILLE,40210,850 DIXIE HWY,,5025851100,US,KY,LOUISVILLE,40210,850 DIXIE HIGHWAY,,US,DE,610143150,BROWN FORMAN INC,19870816,1-LAF,0,430,8-K,20200831,,,20200902,10:00.0,0,0,a8-kx20200902xearnings_htm.xml,1,,
0000014693-20-000137,14693,BROWN FORMAN CORP,2080,US,KY,LOUISVILLE,40210,850 DIXIE HWY,,5025851100,US,KY,LOUISVILLE,40210,850 DIXIE HIGHWAY,,US,DE,610143150,BROWN FORMAN INC,19870816,1-LAF,0,430,10-Q,20200731,2021,Q1,20200902,03:00.0,0,1,bfb-7312020x10qjulyxcl_htm.xml,1,,
0000014846-20-000022,14846,BRT APARTMENTS CORP.,6798,US,NY,GREAT NECK,11021-3190,60 CUTTER MILL RD,SUITE 303,5164663100,US,NY,GREAT NECK,11021,60 CUTTER MILL ROAD,SUITE 303,US,NY,132755856,BRT REALTY TRUST,20170206,2-ACC,0,1231,8-K,20200630,,,20200701,12:00.0,0,0,brt-20200630_htm.xml,1,,
0000014846-20-000026,14846,BRT APARTMENTS CORP.,6798,US,NY,GREAT NECK,11021-3190,60 CUTTER MILL RD,SUITE 303,5164663100,US,NY,GREAT NECK,11021,60 CUTTER MILL ROAD,SUITE 303,US,NY,132755856,BRT REALTY TRUST,20170206,2-ACC,0,1231,8-K,20200731,,,20200810,32:00.0,0,0,brt-20200810_htm.xml,1,,
0000014846-20-000028,14846,BRT APARTMENTS CORP.,6798,US,NY,GREAT NECK,11021-3190,60 CUTTER MILL RD,SUITE 303,5164663100,US,NY,GREAT NECK,11021,60 CUTTER MILL ROAD,SUITE 303,US,NY,132755856,BRT REALTY TRUST,20170206,2-ACC,0,1231,10-Q,20200630,2020,Q2,20200810,40:00.0,0,1,brt-20200630_htm.xml,1,,
0000014846-20-000031,14846,BRT APARTMENTS CORP.,6798,US,NY,GREAT NECK,11021-3190,60 CUTTER MILL RD,SUITE 303,5164663100,US,NY,GREAT NECK,11021,60 CUTTER MILL ROAD,SUITE 303,US,NY,132755856,BRT REALTY TRUST,20170206,2-ACC,0,1231,8-K,20200930,,,20200917,11:00.0,0,0,brt-20200917_htm.xml,1,,
0000014930-20-000099,14930,BRUNSWICK CORP,3510,US,IL,METTAWA,60045-3420,26125 N. RIVERWOODS BLVD. SUITE 500,,8477354700,US,IL,METTAWA,60045-3420,26125 N. RIVERWOODS BLVD. SUITE 500,,US,DE,360848180,BRUNSWICK BALKE COLLENDER CO,19660919,1-LAF,0,1231,8-K,20200731,,,20200730,35:00.0,0,0,bc202006278-k_htm.xml,1,,
0000014930-20-000121,14930,BRUNSWICK CORP,3510,US,IL,METTAWA,60045-3420,26125 N. RIVERWOODS BLVD. SUITE 500,,8477354700,US,IL,METTAWA,60045-3420,26125 N. RIVERWOODS BLVD. SUITE 500,,US,DE,360848180,BRUNSWICK BALKE COLLENDER CO,19660919,1-LAF,0,1231,10-Q,20200630,2020,Q2,20200804,36:00.0,0,1,bc2020062710-q_htm.xml,1,,
0000014930-20-000126,14930,BRUNSWICK CORP,3510,US,IL,METTAWA,60045-3420,26125 N. RIVERWOODS BLVD. SUITE 500,,8477354700,US,IL,METTAWA,60045-3420,26125 N. RIVERWOODS BLVD. SUITE 500,,US,DE,360848180,BRUNSWICK BALKE COLLENDER CO,19660919,1-LAF,0,1231,8-K,20200831,,,20200911,06:00.0,0,0,bc20200911form8-k_htm.xml,1,,
0000015615-20-000024,15615,MASTEC INC,1623,US,FL,CORAL GABLES,33134,800 S. DOUGLAS ROAD,12TH FLOOR,3055991800,US,FL,CORAL GABLES,33134,800 S. DOUGLAS ROAD,12TH FLOOR,US,FL,650829355,BURNUP & SIMS INC,19920703,1-LAF,0,1231,10-Q,20200630,2020,Q2,20200731,16:00.0,0,1,mtz6302010-q_htm.xml,1,,
0000016099-20-000087,16099,LUBYS INC,5812,US,TX,HOUSTON,77040,13111 NORTHWEST FREEWAY,SUITE 600,(713) 329 6800,US,TX,HOUSTON,77040,13111 NORTHWEST FREEWAY,SUITE 600,US,DE,741335253,LUBYS CAFETERIAS INC,19920703,4-NON,0,831,10-Q,20200531,2020,Q3,20200720,08:00.0,0,1,lub-20200603_htm.xml,1,,
0000016160-20-000076,16160,CAL-MAINE FOODS INC,200,US,MS,JACKSON,39209,3320 WOODROW WILSON DRIVE,,6019486813,US,MS,JACKSON,39209,3320 WOODROW WILSON DR,,US,DE,640500378,CAL MAINE FOODS INC,19961018,1-LAF,0,531,8-K,20200731,,,20200720,42:00.0,0,0,calm-20200720_htm.xml,1,,
0000016160-20-000078,16160,CAL-MAINE FOODS INC,200,US,MS,JACKSON,39209,3320 WOODROW WILSON DRIVE,,6019486813,US,MS,JACKSON,39209,3320 WOODROW WILSON DR,,US,DE,640500378,CAL MAINE FOODS INC,19961018,1-LAF,1,531,10-K,20200531,2020,FY,20200720,50:00.0,0,1,calm-20200530_htm.xml,1,,
0000016160-20-000080,16160,CAL-MAINE FOODS INC,200,US,MS,JACKSON,39209,3320 WOODROW WILSON DRIVE,,6019486813,US,MS,JACKSON,39209,3320 WOODROW WILSON DR,,US,DE,640500378,CAL MAINE FOODS INC,19961018,1-LAF,0,531,8-K,20200731,,,20200720,42:00.0,0,0,calm-20200720_htm.xml,1,,
0000016160-20-000095,16160,CAL-MAINE FOODS INC,200,US,MS,JACKSON,39209,3320 WOODROW WILSON DRIVE,,6019486813,US,MS,JACKSON,39209,3320 WOODROW WILSON DR,,US,DE,640500378,CAL MAINE FOODS INC,19961018,1-LAF,0,531,8-K,20200930,,,20200928,41:00.0,0,0,calm-20200928_htm.xml,1,,
0000016160-20-000097,16160,CAL-MAINE FOODS INC,200,US,MS,JACKSON,39209,3320 WOODROW WILSON DRIVE,,6019486813,US,MS,JACKSON,39209,3320 WOODROW WILSON DR,,US,DE,640500378,CAL MAINE FOODS INC,19961018,1-LAF,0,531,10-Q,20200831,2021,Q1,20200928,02:00.0,0,1,calm-20200829_htm.xml,1,,
0000016732-20-000108,16732,CAMPBELL SOUP CO,2000,US,NJ,CAMDEN,8103,CAMPBELL PL,,8563424800,US,NJ,CAMDEN,8103,CAMPBELL PL,,US,NJ,210419870,,,1-LAF,0,731,8-K,20200831,,,20200903,04:00.0,0,0,cpb-20200903_htm.xml,1,,
0000016732-20-000111,16732,CAMPBELL SOUP CO,2000,US,NJ,CAMDEN,8103,CAMPBELL PL,,8563424800,US,NJ,CAMDEN,8103,CAMPBELL PL,,US,NJ,210419870,,,1-LAF,1,731,10-K,20200731,2020,FY,20200924,47:00.0,0,1,cpb-20200802_htm.xml,1,,
0000016875-20-000022,16875,CANADIAN PACIFIC RAILWAY LTD/CN,4011,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,403-319-3591,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,,,980355078,CANADIAN PACIFIC LTD,19930507,1-LAF,0,1231,8-K,20200731,,,20200722,19:00.0,0,0,q22020-8kcover_htm.xml,1,,
0000016875-20-000024,16875,CANADIAN PACIFIC RAILWAY LTD/CN,4011,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,403-319-3591,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,,,980355078,CANADIAN PACIFIC LTD,19930507,1-LAF,0,1231,10-Q,20200630,2020,Q2,20200722,17:00.0,0,1,q22020quarterlyreport-_htm.xml,1,,
0000016918-20-000171,16918,"CONSTELLATION BRANDS, INC.",2080,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,585-678-7100,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,US,DE,160716709,CONSTELLATION BRANDS INC,20000920,1-LAF,0,229,8-K,20200630,,,20200701,12:00.0,0,0,stz-20200630_htm.xml,1,,
0000016918-20-000173,16918,"CONSTELLATION BRANDS, INC.",2080,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,585-678-7100,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,US,DE,160716709,CONSTELLATION BRANDS INC,20000920,1-LAF,0,229,10-Q,20200531,2021,Q1,20200701,59:00.0,0,1,stz-20200531_htm.xml,1,,
0000016918-20-000216,16918,"CONSTELLATION BRANDS, INC.",2080,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,585-678-7100,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,US,DE,160716709,CONSTELLATION BRANDS INC,20000920,1-LAF,0,229,8-K,20200731,,,20200724,15:00.0,0,0,stz-20200721_htm.xml,1,,
0000016918-20-000223,16918,"CONSTELLATION BRANDS, INC.",2080,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,585-678-7100,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,US,DE,160716709,CONSTELLATION BRANDS INC,20000920,1-LAF,0,229,8-K,20200831,,,20200824,33:00.0,0,0,stz-20200824_htm.xml,1,,
0000017843-20-000071,17843,CARPENTER TECHNOLOGY CORP,3312,US,PA,PHILADELPHIA,19103,BNY MELLON BUILDING,"1735 MARKET STREET, 15TH FL",6102082000,US,PA,PHILADELPHIA,19103,BNY MELLON BUILDING,"1735 MARKET STREET, 15TH FL",US,DE,230458500,,,1-LAF,1,630,10-K,20200630,2020,FY,20200904,56:00.0,0,1,crs630202010k_htm.xml,1,,
0000018172-20-000049,18172,A. M. CASTLE & CO.,5051,US,IL,OAK BROOK,60523,1420 KENSINGTON ROAD,SUITE 220,8474557111,US,IL,OAK BROOK,60523,1420 KENSINGTON ROAD,SUITE 220,US,MD,360879160,CASTLE A M & CO,19920703,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,03:00.0,0,1,ctam-20200630_htm.xml,1,,
0000018230-20-000210,18230,CATERPILLAR INC,3531,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,2245514000,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,US,DE,370602744,CATERPILLAR TRACTOR CO,19860623,1-LAF,0,1231,8-K,20200731,,,20200731,35:00.0,0,0,cat8-k2q2020earningsre_htm.xml,1,,
0000018230-20-000211,18230,CATERPILLAR INC,3531,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,2245514000,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,US,DE,370602744,CATERPILLAR TRACTOR CO,19860623,1-LAF,0,1231,8-K,20200731,,,20200731,36:00.0,0,0,form8-kjun2020monthlyr_htm.xml,1,,
0000018230-20-000214,18230,CATERPILLAR INC,3531,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,2245514000,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,US,DE,370602744,CATERPILLAR TRACTOR CO,19860623,1-LAF,0,1231,10-Q,20200630,2020,Q2,20200805,50:00.0,0,1,cat10q6302020_htm.xml,1,,
0000018230-20-000224,18230,CATERPILLAR INC,3531,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,2245514000,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,US,DE,370602744,CATERPILLAR TRACTOR CO,19860623,1-LAF,0,1231,8-K,20200731,,,20200814,01:00.0,0,0,form8-kjul2020monthlyr_htm.xml,1,,
0000018230-20-000231,18230,CATERPILLAR INC,3531,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,2245514000,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,US,DE,370602744,CATERPILLAR TRACTOR CO,19860623,1-LAF,0,1231,8-K,20200831,,,20200831,50:00.0,0,0,form8-kterminationofcr_htm.xml,1,,
0000018230-20-000236,18230,CATERPILLAR INC,3531,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,2245514000,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,US,DE,370602744,CATERPILLAR TRACTOR CO,19860623,1-LAF,0,1231,8-K,20200831,,,20200908,33:00.0,0,0,form8-ksept2020credita_htm.xml,1,,
0000018230-20-000247,18230,CATERPILLAR INC,3531,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,2245514000,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,US,DE,370602744,CATERPILLAR TRACTOR CO,19860623,1-LAF,0,1231,8-K,20200831,,,20200915,02:00.0,0,0,form8-kaug2020monthlyr_htm.xml,1,,
0000018255-20-000031,18255,CATO CORP,5621,US,NC,CHARLOTTE,28273-5975,8100 DENMARK ROAD,,7045517352,US,NC,CHARLOTTE,28273-5975,8100 DENMARK ROAD,,US,DE,560484485,CATO STORES INC,19701002,2-ACC,0,131,8-K,20200831,,,20200824,59:00.0,0,0,cato8k2qtr2020_htm.xml,1,,
0000018255-20-000034,18255,CATO CORP,5621,US,NC,CHARLOTTE,28273-5975,8100 DENMARK ROAD,,7045517352,US,NC,CHARLOTTE,28273-5975,8100 DENMARK ROAD,,US,DE,560484485,CATO STORES INC,19701002,2-ACC,0,131,8-K,20200831,,,20200827,56:00.0,0,0,cato8k2qtr2020CV_htm.xml,1,,
0000018255-20-000036,18255,CATO CORP,5621,US,NC,CHARLOTTE,28273-5975,8100 DENMARK ROAD,,7045517352,US,NC,CHARLOTTE,28273-5975,8100 DENMARK ROAD,,US,DE,560484485,CATO STORES INC,19701002,2-ACC,0,131,10-Q,20200731,2020,Q2,20200827,35:00.0,0,1,cato20qtr2q_htm.xml,1,,
0000018349-20-000058,18349,SYNOVUS FINANCIAL CORP,6021,US,GA,COLUMBUS,31901,1111 BAY AVENUE,STE 500,7066492311,US,GA,COLUMBUS,31901,1111 BAY AVENUE,STE 500,US,GA,581134883,CB&T BANCSHARES INC,19890912,1-LAF,0,1231,8-K,20200731,,,20200721,12:00.0,0,0,syn-20200721_htm.xml,1,,
0000018349-20-000064,18349,SYNOVUS FINANCIAL CORP,6021,US,GA,COLUMBUS,31901,1111 BAY AVENUE,STE 500,7066492311,US,GA,COLUMBUS,31901,1111 BAY AVENUE,STE 500,US,GA,581134883,CB&T BANCSHARES INC,19890912,1-LAF,0,1231,10-Q,20200630,2020,Q2,20200806,51:00.0,0,1,syn-20200630_htm.xml,1,,
0000018926-20-000019,18926,"CENTURYLINK, INC",4813,US,LA,MONROE,71203,P O BOX 4065,100 CENTURYLINK DR,3183889000,US,LA,MONROE,71203,100 CENTURYLINK DR,P O BOX 4065,US,LA,720651161,CENTURYTEL INC,19990602,1-LAF,0,1231,8-K,20200731,,,20200805,22:00.0,0,0,ctl-20200805_htm.xml,1,,
0000018926-20-000022,18926,"CENTURYLINK, INC",4813,US,LA,MONROE,71203,P O BOX 4065,100 CENTURYLINK DR,3183889000,US,LA,MONROE,71203,100 CENTURYLINK DR,P O BOX 4065,US,LA,720651161,CENTURYTEL INC,19990602,1-LAF,0,1231,10-Q,20200630,2020,Q2,20200806,22:00.0,0,1,ctl-20200630_htm.xml,1,,
0000019446-20-000056,19446,CANTEL MEDICAL CORP,3841,US,NJ,LITTLE FALLS,7424,OVERLOOK AT GREAT NOTCH,150 CLOVE ROAD,973-890-7220,US,NJ,LITTLE FALLS,7424,OVERLOOK AT GREAT NOTCH,150 CLOVE ROAD,US,DE,221760285,CANTEL INDUSTRIES INC,19920703,1-LAF,0,731,8-K,20200731,,,20200803,49:00.0,0,0,cmd-20200803_htm.xml,1,,
0000019446-20-000062,19446,CANTEL MEDICAL CORP,3841,US,NJ,LITTLE FALLS,7424,OVERLOOK AT GREAT NOTCH,150 CLOVE ROAD,973-890-7220,US,NJ,LITTLE FALLS,7424,OVERLOOK AT GREAT NOTCH,150 CLOVE ROAD,US,DE,221760285,CANTEL INDUSTRIES INC,19920703,1-LAF,0,731,8-K,20200731,,,20200806,57:00.0,0,0,cmd-20200806_htm.xml,1,,
0000019446-20-000064,19446,CANTEL MEDICAL CORP,3841,US,NJ,LITTLE FALLS,7424,OVERLOOK AT GREAT NOTCH,150 CLOVE ROAD,973-890-7220,US,NJ,LITTLE FALLS,7424,OVERLOOK AT GREAT NOTCH,150 CLOVE ROAD,US,DE,221760285,CANTEL INDUSTRIES INC,19920703,1-LAF,0,731,8-K,20200831,,,20200908,15:00.0,0,0,cmd-20200904_htm.xml,1,,
0000019446-20-000070,19446,CANTEL MEDICAL CORP,3841,US,NJ,LITTLE FALLS,7424,OVERLOOK AT GREAT NOTCH,150 CLOVE ROAD,973-890-7220,US,NJ,LITTLE FALLS,7424,OVERLOOK AT GREAT NOTCH,150 CLOVE ROAD,US,DE,221760285,CANTEL INDUSTRIES INC,19920703,1-LAF,0,731,8-K,20200930,,,20200917,09:00.0,0,0,cmd-20200917_htm.xml,1,,
