adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks
0000008063-19-000047,8063,ASTRONICS CORP,3728,US,NY,EAST AURORA,14052-2191,130 COMMERCE WAY,-,716-805-1599,US,NY,EAST AURORA,14052-2191,130 COMMERCE WAY,-,US,NY,160959303,ASTRONICS LUMINESCENT INC,19711209,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191107,17:00.0,0,1,atro-20190928_htm.xml,1,
0000008670-19-000027,8670,AUTOMATIC DATA PROCESSING INC,7374,US,NJ,ROSELAND,7068,ONE ADP BOULVARD,,9739745000,US,NJ,ROSELAND,7068,ONE ADP BOULEVARD,,US,DE,221467904,,,1-LAF,0,630,10-Q,20190930,2020,Q1,20191104,17:00.0,0,1,q1fy2010q_htm.xml,1,
0000008858-19-000044,8858,AVNET INC,5065,US,AZ,PHOENIX,85034,2211 SOUTH 47TH STREET,,4806432000,US,AZ,PHOENIX,85034,2211 SOUTH 47TH STREET,,US,NY,111890605,,,1-LAF,0,630,10-Q,20190930,2020,Q1,20191025,52:00.0,0,1,avt-20190928x10q_htm.xml,1,
0000008868-19-000047,8868,AVON PRODUCTS INC,2844,US,NY,SUFFERN,10901,1 AVON PLACE,,8453692000,US,NY,SUFFERN,10901,1 AVON PLACE,,US,NY,130544597,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,47:00.0,0,0,avp-20191031_htm.xml,1,
0000008868-19-000049,8868,AVON PRODUCTS INC,2844,US,NY,SUFFERN,10901,1 AVON PLACE,,8453692000,US,NY,SUFFERN,10901,1 AVON PLACE,,US,NY,130544597,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191031,55:00.0,0,1,avp-20190930_htm.xml,1,
0000008947-19-000181,8947,AZZ INC,3640,US,TX,FORT WORTH,76107,"ONE MUSEUM PLACE, SUITE 500",3100 W 7TH STREET,8178100095,US,TX,FORT WORTH,76107,"ONE MUSEUM PLACE, SUITE 500",3100 W 7TH STREET,US,TX,750948250,AZTEC MANUFACTURING CO,20000911,1-LAF,0,228,8-K,20191130,2019,Q3,20191205,31:00.0,0,0,earningsreleaseform8-k_htm.xml,1,
0000008947-19-000184,8947,AZZ INC,3640,US,TX,FORT WORTH,76107,"ONE MUSEUM PLACE, SUITE 500",3100 W 7TH STREET,8178100095,US,TX,FORT WORTH,76107,"ONE MUSEUM PLACE, SUITE 500",3100 W 7TH STREET,US,TX,750948250,AZTEC MANUFACTURING CO,20000911,1-LAF,0,228,10-Q,20190831,2020,Q2,20191226,44:00.0,0,1,azz2019083110-q_htm.xml,1,
0000009346-19-000098,9346,PROTECTIVE INSURANCE CORP,6331,US,IN,CARMEL,46032,111 CONGRESSIONAL BLVD,STE 500,317-452-7426,US,IN,CARMEL,46032,111 CONGRESSIONAL BLVD,STE 500,US,IN,350160330,BALDWIN & LYONS INC,19930908,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191106,28:00.0,0,1,ptvc-20190930.xml,1,
0000009389-19-000039,9389,BALL CORP,3411,US,CO,BROOMFIELD,80021-2510,10 LONGS PEAK DRIVE,,3034695511,US,CO,BROOMFIELD,80038-5000,PO BOX 5000,,US,IN,350160610,BALL CORP,19920703,1-LAF,0,1231,8-K,20191031,2019,FY,20191024,22:00.0,0,0,bll-20191021x8k_htm.xml,1,
0000009389-19-000042,9389,BALL CORP,3411,US,CO,BROOMFIELD,80021-2510,10 LONGS PEAK DRIVE,,3034695511,US,CO,BROOMFIELD,80038-5000,PO BOX 5000,,US,IN,350160610,BALL CORP,19920703,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,38:00.0,0,0,bll-20191031x8k_htm.xml,1,
0000009389-19-000050,9389,BALL CORP,3411,US,CO,BROOMFIELD,80021-2510,10 LONGS PEAK DRIVE,,3034695511,US,CO,BROOMFIELD,80038-5000,PO BOX 5000,,US,IN,350160610,BALL CORP,19920703,1-LAF,0,1231,8-K,20191130,2019,FY,20191209,50:00.0,0,0,bll-20191206x8k_htm.xml,1,
0000009984-19-000098,9984,BARNES GROUP INC,3490,US,CT,BRISTOL,6010,123 MAIN ST,,8605837070,US,CT,BRISTOL,6010,123 MAIN ST,,US,DE,60247840,ASSOCIATED SPRING CORP,19760518,1-LAF,0,1231,8-K,20191031,2019,FY,20191025,32:00.0,0,0,b8k09302019_htm.xml,1,
0000009984-19-000100,9984,BARNES GROUP INC,3490,US,CT,BRISTOL,6010,123 MAIN ST,,8605837070,US,CT,BRISTOL,6010,123 MAIN ST,,US,DE,60247840,ASSOCIATED SPRING CORP,19760518,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191025,46:00.0,0,1,b10q09302019_htm.xml,1,
0000010048-19-000022,10048,BARNWELL INDUSTRIES INC,1311,US,HI,HONOLULU,96813,1100 ALAKEA ST.,SUITE 2900,808-531-8400,US,HI,HONOLULU,96813,1100 ALAKEA ST.,SUITE 2900,US,DE,720496921,BMA CORP/TN,19770324,4-NON,0,930,10-K,20190930,2019,FY,20191223,30:00.0,0,1,brn-20190930.xml,1,
0000010254-19-000104,10254,EARTHSTONE ENERGY INC,1311,US,TX,THE WOODLANDS,77380,1400 WOODLOCH FOREST DRIVE,SUITE 300,281-298-4246,US,TX,THE WOODLANDS,77380,1400 WOODLOCH FOREST DRIVE,SUITE 300,US,DE,840592823,BASIC EARTH SCIENCE SYSTEMS INC,19920703,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191106,07:00.0,0,1,este-20190930.xml,1,
0000010795-19-000037,10795,BECTON DICKINSON & CO,3841,US,NJ,FRANKLIN LAKES,07417-1880,ONE BECTON DR,,2018476800,US,NJ,FRANKLIN LAKE,7417,ONE BECTON DR,,US,NJ,220760120,,,1-LAF,0,930,8-K,20191031,2020,Q1,20191023,52:00.0,0,0,bdx8-k10x22x2019coverp_htm.xml,1,
0000010795-19-000040,10795,BECTON DICKINSON & CO,3841,US,NJ,FRANKLIN LAKES,07417-1880,ONE BECTON DR,,2018476800,US,NJ,FRANKLIN LAKE,7417,ONE BECTON DR,,US,NJ,220760120,,,1-LAF,0,930,8-K,20191031,2020,Q1,20191028,04:00.0,0,0,bdx10-28x20198xk_htm.xml,1,
0000010795-19-000043,10795,BECTON DICKINSON & CO,3841,US,NJ,FRANKLIN LAKES,07417-1880,ONE BECTON DR,,2018476800,US,NJ,FRANKLIN LAKE,7417,ONE BECTON DR,,US,NJ,220760120,,,1-LAF,0,930,8-K,20191031,2020,Q1,20191105,15:00.0,0,0,a093020198-k_htm.xml,1,
0000010795-19-000044,10795,BECTON DICKINSON & CO,3841,US,NJ,FRANKLIN LAKES,07417-1880,ONE BECTON DR,,2018476800,US,NJ,FRANKLIN LAKE,7417,ONE BECTON DR,,US,NJ,220760120,,,1-LAF,1,930,10-K,20190930,2019,FY,20191127,44:00.0,0,1,bdx2019-09x3010xk_htm.xml,1,
0000011544-19-000108,11544,BERKLEY W R CORP,6331,US,CT,GREENWICH,6830,475 STEAMBOAT ROAD,.,2036293000,US,CT,GREENWICH,6830,475 STEAMBOAT ROAD,.,US,DE,221867895,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191022,09:00.0,0,0,wrb93020198-k_htm.xml,1,
0000011544-19-000117,11544,BERKLEY W R CORP,6331,US,CT,GREENWICH,6830,475 STEAMBOAT ROAD,.,2036293000,US,CT,GREENWICH,6830,475 STEAMBOAT ROAD,.,US,DE,221867895,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191107,33:00.0,0,1,wrb930201910-q_htm.xml,1,
0000011544-19-000119,11544,BERKLEY W R CORP,6331,US,CT,GREENWICH,6830,475 STEAMBOAT ROAD,.,2036293000,US,CT,GREENWICH,6830,475 STEAMBOAT ROAD,.,US,DE,221867895,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191113,25:00.0,0,0,wrb1182019talisman8-k_htm.xml,1,
0000012400-19-000012,12400,BLACK HILLS POWER INC,4911,US,SD,RAPID CITY,57709,7001 MT RUSHMORE RD,PO BOX 1400,6057212343,US,SD,RAPID CITY,57709,7001 MT RUSHMORE RD,PO BOX 1400,US,SD,460111677,BLACK HILLS CORP,19920703,4-NON,0,1231,10-Q,20190930,2019,Q3,20191105,13:00.0,0,1,bhp10qq32019_htm.xml,1,
0000012927-19-000067,12927,BOEING CO,3721,US,WA,SEATTLE,98124,P O BOX 3707 MS 1F 31,,312-544-2000,US,IL,CHICAGO,60606-1596,100 N RIVERSIDE PLZ,,US,DE,910425694,BOEING AIRPLANE CO,19730725,1-LAF,0,1231,8-K,20190930,2019,Q3,20191015,09:00.0,0,0,a201910oct118k_htm.xml,1,
0000012927-19-000077,12927,BOEING CO,3721,US,WA,SEATTLE,98124,P O BOX 3707 MS 1F 31,,312-544-2000,US,IL,CHICAGO,60606-1596,100 N RIVERSIDE PLZ,,US,DE,910425694,BOEING AIRPLANE CO,19730725,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191023,45:00.0,0,1,a201909sep3010-q_htm.xml,1,
0000012927-19-000083,12927,BOEING CO,3721,US,WA,SEATTLE,98124,P O BOX 3707 MS 1F 31,,312-544-2000,US,IL,CHICAGO,60606-1596,100 N RIVERSIDE PLZ,,US,DE,910425694,BOEING AIRPLANE CO,19730725,1-LAF,0,1231,8-K,20191231,2019,FY,20191216,20:00.0,0,0,a201912dec168k_htm.xml,1,
0000012927-19-000088,12927,BOEING CO,3721,US,WA,SEATTLE,98124,P O BOX 3707 MS 1F 31,,312-544-2000,US,IL,CHICAGO,60606-1596,100 N RIVERSIDE PLZ,,US,DE,910425694,BOEING AIRPLANE CO,19730725,1-LAF,0,1231,8-K,20191231,2019,FY,20191223,58:00.0,0,0,a201912dec238k_htm.xml,1,
0000013239-19-000051,13239,HEXION INC.,2821,US,OH,COLUMBUS,43215,180 EAST BROAD STREET,26TH FLOOR,6142254000,US,OH,COLUMBUS,43215,180 EAST BROAD STREET,26TH FLOOR,US,NJ,130511250,MOMENTIVE SPECIALTY CHEMICALS INC.,20101008,4-NON,0,1231,10-Q,20190930,2019,Q3,20191114,30:00.0,0,1,hex-20190930.xml,1,
0000014195-19-000039,14195,BRIGGS & STRATTON CORP,3510,US,WI,WAUWATOSA,53222,12301 W WIRTH ST,,4142595333,US,WI,WAUWATOSA,53222,12301 W WIRTH ST,,US,WI,390182330,,,1-LAF,0,630,10-Q,20190930,2020,Q1,20191105,59:00.0,0,1,bgg-9292019_htm.xml,1,
0000014272-19-000192,14272,BRISTOL MYERS SQUIBB CO,2834,US,NY,NEW YORK,10016,430 E. 29TH STREET,14 FLOOR,2125464000,US,NY,NEW YORK,10016,430 E. 29TH STREET,14 FLOOR,US,DE,220790350,BRISTOL MYERS CO,19891012,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,01:00.0,1,0,q32019earningsrelease8_htm.xml,1,
0000014272-19-000194,14272,BRISTOL MYERS SQUIBB CO,2834,US,NY,NEW YORK,10016,430 E. 29TH STREET,14 FLOOR,2125464000,US,NY,NEW YORK,10016,430 E. 29TH STREET,14 FLOOR,US,DE,220790350,BRISTOL MYERS CO,19891012,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191031,40:00.0,0,1,bmy-20190930x10q_htm.xml,1,
0000014693-19-000180,14693,BROWN FORMAN CORP,2080,US,KY,LOUISVILLE,40210,850 DIXIE HWY,,5025851100,US,KY,LOUISVILLE,40210,850 DIXIE HIGHWAY,,US,DE,610143150,BROWN FORMAN INC,19870816,1-LAF,0,430,8-K,20191031,2020,Q2,20191112,15:00.0,0,0,a8-kx20191110xcreditfa_htm.xml,1,
0000014693-19-000186,14693,BROWN FORMAN CORP,2080,US,KY,LOUISVILLE,40210,850 DIXIE HWY,,5025851100,US,KY,LOUISVILLE,40210,850 DIXIE HIGHWAY,,US,DE,610143150,BROWN FORMAN INC,19870816,1-LAF,0,430,8-K,20191130,2020,Q3,20191205,39:00.0,0,0,a8kearningsrele_htm.xml,1,
0000014693-19-000188,14693,BROWN FORMAN CORP,2080,US,KY,LOUISVILLE,40210,850 DIXIE HWY,,5025851100,US,KY,LOUISVILLE,40210,850 DIXIE HIGHWAY,,US,DE,610143150,BROWN FORMAN INC,19870816,1-LAF,0,430,10-Q,20191031,2020,Q2,20191205,11:00.0,0,1,bfb-10312019x10qoctober_htm.xml,1,
0000014846-19-000060,14846,BRT APARTMENTS CORP.,6798,US,NY,GREAT NECK,11021-3190,60 CUTTER MILL RD,SUITE 303,5164663100,US,NY,GREAT NECK,11021,60 CUTTER MILL ROAD,SUITE 303,US,NY,132755856,BRT REALTY TRUST,20170206,2-ACC,0,1231,8-K,20191031,2019,FY,20191106,14:00.0,0,0,brt-20191106_htm.xml,1,
0000014846-19-000062,14846,BRT APARTMENTS CORP.,6798,US,NY,GREAT NECK,11021-3190,60 CUTTER MILL RD,SUITE 303,5164663100,US,NY,GREAT NECK,11021,60 CUTTER MILL ROAD,SUITE 303,US,NY,132755856,BRT REALTY TRUST,20170206,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191107,33:00.0,0,1,brt-20190930_htm.xml,1,
0000014846-19-000064,14846,BRT APARTMENTS CORP.,6798,US,NY,GREAT NECK,11021-3190,60 CUTTER MILL RD,SUITE 303,5164663100,US,NY,GREAT NECK,11021,60 CUTTER MILL ROAD,SUITE 303,US,NY,132755856,BRT REALTY TRUST,20170206,2-ACC,0,1231,8-K,20191130,2019,FY,20191118,23:00.0,0,0,brt-20191118_htm.xml,1,
0000014930-19-000147,14930,BRUNSWICK CORP,3510,US,IL,METTAWA,60045-3420,26125 N. RIVERWOODS BLVD. SUITE 500,,8477354700,US,IL,METTAWA,60045-3420,26125 N. RIVERWOODS BLVD. SUITE 500,,US,DE,360848180,BRUNSWICK BALKE COLLENDER CO,19660919,1-LAF,0,1231,8-K,20191031,2019,FY,20191024,42:00.0,1,0,bcq320198-k_htm.xml,1,
0000014930-19-000151,14930,BRUNSWICK CORP,3510,US,IL,METTAWA,60045-3420,26125 N. RIVERWOODS BLVD. SUITE 500,,8477354700,US,IL,METTAWA,60045-3420,26125 N. RIVERWOODS BLVD. SUITE 500,,US,DE,360848180,BRUNSWICK BALKE COLLENDER CO,19660919,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,05:00.0,0,1,bc2019092810-q_htm.xml,1,
0000015615-19-000049,15615,MASTEC INC,1623,US,FL,CORAL GABLES,33134,800 S. DOUGLAS ROAD,12TH FLOOR,3055991800,US,FL,CORAL GABLES,33134,800 S. DOUGLAS ROAD,12TH FLOOR,US,FL,650829355,BURNUP & SIMS INC,19920703,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191031,28:00.0,0,1,mtz9301910-q_htm.xml,1,
0000016099-19-000084,16099,LUBYS INC,5812,US,TX,HOUSTON,77040,13111 NORTHWEST FREEWAY,SUITE 600,(713) 329 6800,US,TX,HOUSTON,77040,13111 NORTHWEST FREEWAY,SUITE 600,US,DE,741335253,LUBYS CAFETERIAS INC,19920703,4-NON,0,831,10-K,20190831,2019,FY,20191126,11:00.0,0,1,lub-20190828.xml,1,
0000016732-19-000100,16732,CAMPBELL SOUP CO,2000,US,NJ,CAMDEN,8103,CAMPBELL PL,,8563424800,US,NJ,CAMDEN,8103,CAMPBELL PL,,US,NJ,210419870,,,1-LAF,0,731,8-K,20191130,2020,Q2,20191121,52:00.0,0,0,cpb-20191120_htm.xml,1,
0000016732-19-000111,16732,CAMPBELL SOUP CO,2000,US,NJ,CAMDEN,8103,CAMPBELL PL,,8563424800,US,NJ,CAMDEN,8103,CAMPBELL PL,,US,NJ,210419870,,,1-LAF,0,731,8-K,20191130,2020,Q2,20191204,43:00.0,0,0,cpb-20191204_htm.xml,1,
0000016732-19-000113,16732,CAMPBELL SOUP CO,2000,US,NJ,CAMDEN,8103,CAMPBELL PL,,8563424800,US,NJ,CAMDEN,8103,CAMPBELL PL,,US,NJ,210419870,,,1-LAF,0,731,10-Q,20191031,2020,Q1,20191204,18:00.0,0,1,cpb-20191027_htm.xml,1,
0000016875-19-000061,16875,CANADIAN PACIFIC RAILWAY LTD/CN,4011,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,403-319-3591,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,,,980355078,CANADIAN PACIFIC LTD,19930507,1-LAF,0,1231,8-K,20191031,2019,FY,20191023,21:00.0,0,0,q32019-8kcover_htm.xml,1,
0000016875-19-000063,16875,CANADIAN PACIFIC RAILWAY LTD/CN,4011,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,403-319-3591,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,,,980355078,CANADIAN PACIFIC LTD,19930507,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191024,36:00.0,0,1,q32019quarterlyreport-_htm.xml,1,
0000016875-19-000070,16875,CANADIAN PACIFIC RAILWAY LTD/CN,4011,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,403-319-3591,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,,,980355078,CANADIAN PACIFIC LTD,19930507,1-LAF,0,1231,8-K,20191130,2019,FY,20191122,28:00.0,0,0,a8-kcovercmqacquisition_htm.xml,1,
0000016875-19-000072,16875,CANADIAN PACIFIC RAILWAY LTD/CN,4011,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,403-319-3591,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,,,980355078,CANADIAN PACIFIC LTD,19930507,1-LAF,0,1231,8-K,20191130,2019,FY,20191125,27:00.0,0,0,a8-kcovertransloadfaci_htm.xml,1,
0000016875-19-000074,16875,CANADIAN PACIFIC RAILWAY LTD/CN,4011,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,403-319-3591,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,,,980355078,CANADIAN PACIFIC LTD,19930507,1-LAF,0,1231,8-K,20191130,2019,FY,20191205,25:00.0,0,0,a8-kcoverrecordgrainmo_htm.xml,1,
0000016875-19-000076,16875,CANADIAN PACIFIC RAILWAY LTD/CN,4011,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,403-319-3591,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,,,980355078,CANADIAN PACIFIC LTD,19930507,1-LAF,0,1231,8-K,20191130,2019,FY,20191206,31:00.0,0,0,a8-kcoverteckannouncem_htm.xml,1,
0000016918-19-000099,16918,"CONSTELLATION BRANDS, INC.",2080,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,585-678-7100,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,US,DE,160716709,CONSTELLATION BRANDS INC,20000920,1-LAF,0,228,8-K,20190930,2019,Q3,20191003,37:00.0,0,0,stz_form8k_htm.xml,1,
0000016918-19-000100,16918,"CONSTELLATION BRANDS, INC.",2080,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,585-678-7100,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,US,DE,160716709,CONSTELLATION BRANDS INC,20000920,1-LAF,0,228,10-Q,20190831,2020,Q2,20191003,30:00.0,0,1,stz831201910q_htm.xml,1,
0000016918-19-000103,16918,"CONSTELLATION BRANDS, INC.",2080,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,585-678-7100,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,US,DE,160716709,CONSTELLATION BRANDS INC,20000920,1-LAF,0,228,8-K,20190930,2019,Q3,20191004,38:00.0,0,0,stz_form8k_htm.xml,1,
0000016918-19-000109,16918,"CONSTELLATION BRANDS, INC.",2080,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,585-678-7100,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,US,DE,160716709,CONSTELLATION BRANDS INC,20000920,1-LAF,0,228,8-K,20191031,2019,Q3,20191101,33:00.0,0,0,stz_form8k_htm.xml,1,
0000016918-19-000112,16918,"CONSTELLATION BRANDS, INC.",2080,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,585-678-7100,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,US,DE,160716709,CONSTELLATION BRANDS INC,20000920,1-LAF,0,228,8-K,20191130,2019,Q3,20191122,31:00.0,0,0,stz_form8k_htm.xml,1,
0000016918-19-000119,16918,"CONSTELLATION BRANDS, INC.",2080,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,585-678-7100,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,US,DE,160716709,CONSTELLATION BRANDS INC,20000920,1-LAF,0,228,8-K,20191130,2019,Q3,20191203,49:00.0,0,0,stz_form8k_htm.xml,1,
0000016918-19-000122,16918,"CONSTELLATION BRANDS, INC.",2080,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,585-678-7100,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,US,DE,160716709,CONSTELLATION BRANDS INC,20000920,1-LAF,0,228,8-K,20191130,2019,Q3,20191209,47:00.0,0,0,stz_form8k_htm.xml,1,
0000016918-19-000124,16918,"CONSTELLATION BRANDS, INC.",2080,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,585-678-7100,US,NY,VICTOR,14564,207 HIGH POINT DRIVE,BUILDING 100,US,DE,160716709,CONSTELLATION BRANDS INC,20000920,1-LAF,0,228,8-K,20191130,2019,Q3,20191212,34:00.0,0,0,stz_form8k_htm.xml,1,
0000017843-19-000073,17843,CARPENTER TECHNOLOGY CORP,3312,US,PA,PHILADELPHIA,19103,BNY MELLON BUILDING,"1735 MARKET STREET, 15TH FL",6102082000,US,PA,PHILADELPHIA,19103,BNY MELLON BUILDING,"1735 MARKET STREET, 15TH FL",US,DE,230458500,,,1-LAF,0,630,10-Q,20190930,2020,Q1,20191024,52:00.0,0,1,crs-2019930x10q_htm.xml,1,
0000018172-19-000036,18172,A. M. CASTLE & CO.,5051,US,IL,OAK BROOK,60523,1420 KENSINGTON ROAD,SUITE 220,8474557111,US,IL,OAK BROOK,60523,1420 KENSINGTON ROAD,SUITE 220,US,MD,360879160,CASTLE A M & CO,19920703,4-NON,0,1231,10-Q,20190930,2019,Q3,20191112,16:00.0,0,1,ctam-20190930_htm.xml,1,
0000018230-19-000266,18230,CATERPILLAR INC,3531,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,2245514000,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,US,DE,370602744,CATERPILLAR TRACTOR CO,19860623,1-LAF,0,1231,8-K,20191031,2019,FY,20191023,32:00.0,0,0,form8-k3xq2019earnings_htm.xml,1,
0000018230-19-000268,18230,CATERPILLAR INC,3531,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,2245514000,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,US,DE,370602744,CATERPILLAR TRACTOR CO,19860623,1-LAF,0,1231,8-K,20191031,2019,FY,20191023,41:00.0,0,0,form8-ksept2019monthly_htm.xml,1,
0000018230-19-000281,18230,CATERPILLAR INC,3531,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,2245514000,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,US,DE,370602744,CATERPILLAR TRACTOR CO,19860623,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191031,53:00.0,0,1,cat10q9302019_htm.xml,1,
0000018230-19-000291,18230,CATERPILLAR INC,3531,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,2245514000,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,US,DE,370602744,CATERPILLAR TRACTOR CO,19860623,1-LAF,0,1231,8-K,20191031,2019,FY,20191113,01:00.0,0,0,form8-koct2019monthlyr_htm.xml,1,
0000018230-19-000298,18230,CATERPILLAR INC,3531,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,2245514000,US,IL,DEERFIELD,60015,510 LAKE COOK ROAD,SUITE 100,US,DE,370602744,CATERPILLAR TRACTOR CO,19860623,1-LAF,0,1231,8-K,20191130,2019,FY,20191212,04:00.0,0,0,form8-knov2019monthlyr_htm.xml,1,
0000018255-19-000035,18255,CATO CORP,5621,US,NC,CHARLOTTE,28273-5975,8100 DENMARK ROAD,,7045517352,US,NC,CHARLOTTE,28273-5975,8100 DENMARK ROAD,,US,DE,560484485,CATO STORES INC,19701002,1-LAF,0,131,8-K,20191130,2019,FY,20191122,17:00.0,0,0,cato-20191102_htm.xml,1,
0000018255-19-000038,18255,CATO CORP,5621,US,NC,CHARLOTTE,28273-5975,8100 DENMARK ROAD,,7045517352,US,NC,CHARLOTTE,28273-5975,8100 DENMARK ROAD,,US,DE,560484485,CATO STORES INC,19701002,1-LAF,0,131,10-Q,20191031,2019,Q3,20191126,06:00.0,0,1,cato-20191102_htm.xml,1,
0000018349-19-000070,18349,SYNOVUS FINANCIAL CORP,6021,US,GA,COLUMBUS,31901,1111 BAY AVENUE,STE 500,7066492311,US,GA,COLUMBUS,31901,1111 BAY AVENUE,STE 500,US,GA,581134883,CB&T BANCSHARES INC,19890912,1-LAF,0,1231,8-K,20191031,2019,FY,20191022,41:00.0,0,0,snv093020198kcoverpage_htm.xml,1,
0000018349-19-000072,18349,SYNOVUS FINANCIAL CORP,6021,US,GA,COLUMBUS,31901,1111 BAY AVENUE,STE 500,7066492311,US,GA,COLUMBUS,31901,1111 BAY AVENUE,STE 500,US,GA,581134883,CB&T BANCSHARES INC,19890912,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,55:00.0,0,1,snv-09302019x10xq_htm.xml,1,
0000018349-19-000074,18349,SYNOVUS FINANCIAL CORP,6021,US,GA,COLUMBUS,31901,1111 BAY AVENUE,STE 500,7066492311,US,GA,COLUMBUS,31901,1111 BAY AVENUE,STE 500,US,GA,581134883,CB&T BANCSHARES INC,19890912,1-LAF,0,1231,8-K,20191130,2019,FY,20191212,02:00.0,0,0,snv8-kcoverpageforlacey_htm.xml,1,
0000018498-19-000043,18498,GENESCO INC,5661,US,TN,NASHVILLE,37217,GENESCO PK 1415 MURFREESBORO RD,,6153677000,US,TN,NASHVILLE,37217,GENESCO PK 1415 MURFREESBORO RD,,US,TN,620211340,,,1-LAF,0,131,8-K,20190930,2019,Q3,20191001,24:00.0,0,0,a8-krepurchase100119_htm.xml,1,
0000018498-19-000045,18498,GENESCO INC,5661,US,TN,NASHVILLE,37217,GENESCO PK 1415 MURFREESBORO RD,,6153677000,US,TN,NASHVILLE,37217,GENESCO PK 1415 MURFREESBORO RD,,US,TN,620211340,,,1-LAF,0,131,8-K,20191031,2019,Q3,20191016,20:00.0,0,0,a8-kbecker101619_htm.xml,1,
0000018498-19-000047,18498,GENESCO INC,5661,US,TN,NASHVILLE,37217,GENESCO PK 1415 MURFREESBORO RD,,6153677000,US,TN,NASHVILLE,37217,GENESCO PK 1415 MURFREESBORO RD,,US,TN,620211340,,,1-LAF,0,131,8-K,20191031,2019,Q3,20191031,21:00.0,0,0,a8-kbaxter103119_htm.xml,1,
